scientific_name,module_id,evidence_state,source_ids,evidence_traits,first_pass_status,tested_negative_status,notes
Macropus antilopinus,F,pending_first_pass,,,pending,not_searched,
Tragelaphus eurycerus,A,pending_first_pass,,,pending,not_searched,
Tragelaphus eurycerus,B,pending_first_pass,,,pending,not_searched,
Tragelaphus eurycerus,C,pending_first_pass,,,pending,not_searched,
Tragelaphus eurycerus,D,pending_first_pass,,,pending,not_searched,
Tragelaphus eurycerus,E,pending_first_pass,,,pending,not_searched,
Tragelaphus eurycerus,F,pending_first_pass,,,pending,not_searched,
Panthera tigris,A,pending_first_pass,,,pending,not_searched,
Panthera tigris,B,pending_first_pass,,,pending,not_searched,
Panthera tigris,C,pending_first_pass,,,pending,not_searched,
Panthera tigris,D,pending_first_pass,,,pending,not_searched,
Panthera tigris,E,pending_first_pass,,,pending,not_searched,
Panthera tigris,F,pending_first_pass,,,pending,not_searched,
Melursus ursinus,A,pending_first_pass,,,pending,not_searched,
Melursus ursinus,B,pending_first_pass,,,pending,not_searched,
Melursus ursinus,C,pending_first_pass,,,pending,not_searched,
Melursus ursinus,D,pending_first_pass,,,pending,not_searched,
Melursus ursinus,E,pending_first_pass,,,pending,not_searched,
Melursus ursinus,F,pending_first_pass,,,pending,not_searched,
Galerella sanguinea,A,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Galerella sanguinea,B,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Galerella sanguinea,C,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Galerella sanguinea,D,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Galerella sanguinea,E,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Galerella sanguinea,F,measured_context,pmcid:PMC6549956,social organization of a solitary carnivore,evidence_located,not_searched,"Direct social-architecture measurement; solitary structure is a measured low-sociality context, not absence of all social cognition."
Leptonychotes weddellii,A,pending_first_pass,,,pending,not_searched,
Leptonychotes weddellii,B,pending_first_pass,,,pending,not_searched,
Leptonychotes weddellii,C,pending_first_pass,,,pending,not_searched,
Leptonychotes weddellii,D,pending_first_pass,,,pending,not_searched,
Leptonychotes weddellii,E,pending_first_pass,,,pending,not_searched,
Leptonychotes weddellii,F,pending_first_pass,,,pending,not_searched,
Procyon cancrivorus,A,pending_first_pass,,,pending,not_searched,
Procyon cancrivorus,B,pending_first_pass,,,pending,not_searched,
Procyon cancrivorus,C,pending_first_pass,,,pending,not_searched,
Procyon cancrivorus,D,pending_first_pass,,,pending,not_searched,
Procyon cancrivorus,E,pending_first_pass,,,pending,not_searched,
Procyon cancrivorus,F,pending_first_pass,,,pending,not_searched,
Hyaena brunnea,A,pending_first_pass,,,pending,not_searched,
Hyaena brunnea,B,pending_first_pass,,,pending,not_searched,
Hyaena brunnea,C,pending_first_pass,,,pending,not_searched,
Hyaena brunnea,D,pending_first_pass,,,pending,not_searched,
Hyaena brunnea,E,pending_first_pass,,,pending,not_searched,
Hyaena brunnea,F,pending_first_pass,,,pending,not_searched,
Poecilia reticulata,A,pending_first_pass,,,pending,not_searched,
Poecilia reticulata,B,pending_first_pass,,,pending,not_searched,
Poecilia reticulata,C,pending_first_pass,,,pending,not_searched,
Poecilia reticulata,D,pending_first_pass,,,pending,not_searched,
Poecilia reticulata,E,pending_first_pass,,,pending,not_searched,
Poecilia reticulata,F,pending_first_pass,,,pending,not_searched,
Dendrobates pumilio,A,pending_first_pass,,,pending,not_searched,
Dendrobates pumilio,B,pending_first_pass,,,pending,not_searched,
Dendrobates pumilio,C,pending_first_pass,,,pending,not_searched,
Dendrobates pumilio,D,pending_first_pass,,,pending,not_searched,
Dendrobates pumilio,E,pending_first_pass,,,pending,not_searched,
Dendrobates pumilio,F,pending_first_pass,,,pending,not_searched,
Balaenoptera musculus,A,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Balaenoptera musculus,B,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Balaenoptera musculus,C,positive,pmcid:PMC6124089,context-dependent blue-whale acoustic communication,evidence_located,not_searched,Direct call-production/context evidence; not proof of socially learned song culture.
Balaenoptera musculus,D,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Balaenoptera musculus,E,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Balaenoptera musculus,F,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Desmodus rotundus,A,pending_first_pass,,,pending,not_searched,
Desmodus rotundus,B,pending_first_pass,,,pending,not_searched,
Desmodus rotundus,C,pending_first_pass,,,pending,not_searched,
Desmodus rotundus,D,pending_first_pass,,,pending,not_searched,
Desmodus rotundus,E,pending_first_pass,,,pending,not_searched,
Desmodus rotundus,F,pending_first_pass,,,pending,not_searched,
Gasterosteus aculeatus,A,pending_first_pass,,,pending,not_searched,
Gasterosteus aculeatus,B,pending_first_pass,,,pending,not_searched,
Gasterosteus aculeatus,C,pending_first_pass,,,pending,not_searched,
Gasterosteus aculeatus,D,pending_first_pass,,,pending,not_searched,
Gasterosteus aculeatus,E,pending_first_pass,,,pending,not_searched,
Gasterosteus aculeatus,F,pending_first_pass,,,pending,not_searched,
Bison bison,A,pending_first_pass,,,pending,not_searched,
Bison bison,B,pending_first_pass,,,pending,not_searched,
Bison bison,C,pending_first_pass,,,pending,not_searched,
Bison bison,D,pending_first_pass,,,pending,not_searched,
Bison bison,E,pending_first_pass,,,pending,not_searched,
Bison bison,F,pending_first_pass,,,pending,not_searched,
Sarcophilus harrisii,A,pending_first_pass,,,pending,not_searched,
Sarcophilus harrisii,B,pending_first_pass,,,pending,not_searched,
Sarcophilus harrisii,C,pending_first_pass,,,pending,not_searched,
Sarcophilus harrisii,D,pending_first_pass,,,pending,not_searched,
Sarcophilus harrisii,E,pending_first_pass,,,pending,not_searched,
Sarcophilus harrisii,F,pending_first_pass,,,pending,not_searched,
Otospermophilus beecheyi,A,pending_first_pass,,,pending,not_searched,
Otospermophilus beecheyi,B,pending_first_pass,,,pending,not_searched,
Otospermophilus beecheyi,C,pending_first_pass,,,pending,not_searched,
Otospermophilus beecheyi,D,pending_first_pass,,,pending,not_searched,
Otospermophilus beecheyi,E,pending_first_pass,,,pending,not_searched,
Otospermophilus beecheyi,F,pending_first_pass,,,pending,not_searched,
Eschrichtius robustus,A,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eschrichtius robustus,B,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eschrichtius robustus,C,positive,pmid:8817910,gray-whale acoustic repertoire along migration,evidence_located,not_searched,Direct acoustic communication evidence; not social-learning evidence.
Eschrichtius robustus,D,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eschrichtius robustus,E,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eschrichtius robustus,F,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eubalaena australis,A,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eubalaena australis,B,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eubalaena australis,C,positive,pmid:27914379,mother-calf vocal repertoire,evidence_located,not_searched,Direct acoustic communication evidence; not vocal production learning.
Eubalaena australis,D,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eubalaena australis,E,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Eubalaena australis,F,not_located_first_pass,,,scientific_name_plus_common_name_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species evidence located in first-pass plus common-name fallback; missing is not biological absence.
Crocuta crocuta,A,pending_first_pass,,,pending,not_searched,
Crocuta crocuta,B,pending_first_pass,,,pending,not_searched,
Crocuta crocuta,C,pending_first_pass,,,pending,not_searched,
Crocuta crocuta,D,pending_first_pass,,,pending,not_searched,
Crocuta crocuta,E,pending_first_pass,,,pending,not_searched,
Crocuta crocuta,F,pending_first_pass,,,pending,not_searched,
